gain,actDist,GoodBuyInterReward,BadBuyInterPenalty,ImpossibleBuyPenalty,GoodSellInterReward,BadSellInterPenalty,ImpossibleSellPenalty,NonInvestmentPenalty,Layers,TendWindowBars,Lookback
0,"[(1, 495); (2, 1663)]",1,-0.17,-0.8200000000000001,0.8200000000000001,-1,-0.72,-0.07,1,20,6
-0.0689861653068464,"[(0, 1); (1, 36); (2, 2121)]",0.85,-0.22,-0.85,0.88,0,-0.92,-0.04,3,20,6
-4.175527492018446,"[(0, 984); (1, 1174)]",0.8,-0.27,-0.96,0.74,-0.77,-0.98,-0.05,1,10,3
0.8466040268456376,"[(0, 20); (1, 22); (2, 2116)]",0.68,-0.22,-0.73,0.84,-0.46,-1,-0.03,4,40,13
0,"[(1, 1); (2, 2157)]",0.64,-0.3,-0.6,0.8300000000000001,0,-1,0,4,40,13
0,"[(1, 3); (2, 2155)]",0.92,0,-0.85,0.78,-0.55,-0.93,-0.07,6,40,13
0,"[(1, 101); (2, 2057)]",0.65,0,-0.79,0.87,-0.07,-0.99,0,6,30,10
0,"[(1, 53); (2, 2105)]",0.76,0,-0.88,0.68,-0.51,-0.84,-0.03,2,40,13
0,"[(1, 53); (2, 2105)]",0.63,0,-1,0.6,0,-0.8,-0.02,2,40,13
0,"[(1, 8); (2, 2150)]",0.8300000000000001,-0.24,-0.75,0.97,-0.16,-0.87,-0.03,3,20,6
0.13890457609081233,"[(0, 5); (1, 178); (2, 1975)]",0.74,0,-0.87,0.86,-0.08,-0.9,-0.02,4,30,10
0,"[(1, 21); (2, 2137)]",0.73,-0.02,-0.87,0.85,-0.14,-0.93,-0.02,4,20,6
-0.04940901028733593,"[(0, 2); (1, 60); (2, 2096)]",0.6,0,-0.86,0.89,-0.38,-0.98,-0.02,1,30,10
0,"[(1, 101); (2, 2057)]",0.75,-0.3,-0.67,1,0,-0.6,-0.06,1,30,10
-2.2895948918056046,"[(0, 1891); (1, 179); (2, 88)]",0.8,-0.04,-0.85,0.8,-0.05,-0.88,-0.04,4,20,6
0,"[(1, 39); (2, 2119)]",0.71,0,-0.6,0.99,-0.77,-0.92,-0.02,5,40,13
0,"[(1, 40); (2, 2118)]",0.85,-0.08,-0.76,0.79,-0.03,-0.61,-0.01,4,30,10
0.20051148004238786,"[(0, 31); (1, 494); (2, 1633)]",1,-0.14,-0.84,0.81,-0.79,-0.93,-0.09,6,50,16
0,"[(1, 3); (2, 2155)]",0.86,-0.1,-0.89,0.86,-0.3,-0.67,-0.05,2,30,10
0,"[(1, 5); (2, 2153)]",0.87,-0.01,-0.73,0.76,-1,-0.87,0,4,50,16
0.6898616530684639,"[(0, 2148); (1, 10)]",0.85,-0.09,-0.8,0.71,-0.29,-0.77,-0.02,3,30,10
-0.08725962557400213,"[(0, 14); (1, 167); (2, 1977)]",0.73,0,-0.6,0.6,-1,-0.8300000000000001,-0.05,5,50,16
-0.26009648811635333,"[(0, 1); (1, 72); (2, 2085)]",0.67,0,-0.93,0.74,-0.14,-0.88,-0.02,6,10,3
-0.9462291592763391,"[(0, 37); (1, 178); (2, 1943)]",0.74,-0.03,-0.77,0.75,-0.75,-0.98,-0.02,4,10,3
0.7802894643490599,"[(0, 2158)]",0.8,-0.26,-0.6,1,-0.5700000000000001,-1,-0.01,1,30,10
0,"[(1, 50); (2, 2108)]",0.85,-0.08,-0.89,0.74,-0.59,-0.61,0,4,30,10
0,"[(1, 35); (2, 2123)]",0.74,-0.21,-0.89,0.8,-0.06,-0.98,-0.04,6,40,13
-0.038060049452490294,"[(0, 14); (1, 31); (2, 2113)]",1,-0.09,-0.7000000000000001,0.6,-1,-0.78,-0.06,1,50,16
0.568669741042923,"[(0, 39); (1, 2); (2, 2117)]",0.75,-0.01,-0.86,0.84,-0.1,-0.9,-0.02,6,30,10
0,"[(1, 205); (2, 1953)]",0.76,-0.03,-0.87,0.87,-0.09,-0.93,-0.03,2,30,10
-0.11839517559418232,"[(0, 1); (1, 66); (2, 2091)]",0.85,0,-0.73,0.8200000000000001,-0.11,-0.65,0,4,30,10
-0.11559843916282368,"[(0, 5); (1, 213); (2, 1940)]",0.85,0,-0.76,0.6,-0.21,-0.6,-0.01,6,20,6
-1.0580986165306847,"[(0, 103); (1, 365); (2, 1690)]",0.85,0,-0.73,0.79,-0.93,-0.62,0,4,30,10
0,"[(1, 182); (2, 1976)]",0.85,-0.03,-0.74,0.84,-0.71,-0.6,-0.01,4,30,10
-0.05313799219581412,"[(0, 3); (1, 316); (2, 1839)]",0.6,-0.04,-0.97,0.67,-0.16,-0.73,-0.03,4,30,10
0.8474111387016672,"[(0, 2149); (2, 9)]",0.77,-0.14,-0.92,0.89,-0.08,-0.91,-0.04,1,20,6
-7.884000000000001,"[(0, 772); (1, 1350); (2, 36)]",1,-0.02,-0.6,1,-1,-0.73,0,2,40,13
-1.8467782901738203,"[(0, 209); (1, 402); (2, 1547)]",0.8200000000000001,-0.15,-0.81,0.91,-0.68,-0.99,-0.01,4,30,10
0,"[(1, 460); (2, 1698)]",0.67,-0.3,-1,1,-0.32,-0.71,0,2,20,6
0.055934728627172754,"[(0, 3); (1, 69); (2, 2086)]",0.8200000000000001,-0.23,-0.74,0.97,-0.1,-0.87,-0.03,3,20,6
0.28153813409010287,"[(0, 12); (1, 151); (2, 1995)]",0.73,-0.05,-0.86,0.8,-0.19,-0.78,-0.02,4,10,3
0,"[(1, 89); (2, 2069)]",0.77,-0.14,-0.92,0.89,-0.08,-0.91,-0.04,1,20,6
0.11186945725434551,"[(0, 8); (1, 23); (2, 2127)]",0.85,-0.09,-0.8,0.71,-0.29,-0.77,-0.02,3,30,10
-2.2075572898190847,"[(0, 230); (1, 189); (2, 1739)]",0.75,-0.01,-0.86,0.84,-0.1,-0.9,-0.02,6,30,10
-4.456133380631429,"[(0, 415); (1, 449); (2, 1294)]",0.73,-0.05,-0.86,0.8,-0.19,-0.78,-0.02,4,10,3
0,"[(1, 48); (2, 2110)]",0.74,0,-0.87,0.86,-0.08,-0.9,-0.02,4,30,10
0.07830862007804185,"[(0, 3); (1, 69); (2, 2086)]",0.8200000000000001,-0.23,-0.74,0.97,-0.1,-0.87,-0.03,3,20,6
0,"[(1, 188); (2, 1970)]",0.85,-0.09,-0.8,0.71,-0.29,-0.77,-0.02,3,30,10
0,"[(2, 2158)]",0.68,-0.22,-0.73,0.84,-0.46,-1,-0.03,4,40,13
0,"[(1, 1974); (2, 184)]",0.8,-0.26,-0.6,1,-0.5700000000000001,-1,-0.01,1,30,10
0.9208675379724479,"[(0, 7); (2, 2151)]",1,-0.14,-0.84,0.81,-0.79,-0.93,-0.09,6,50,16
-0.038060049452490294,"[(0, 2); (1, 190); (2, 1966)]",1,-0.14,-0.84,0.81,-0.79,-0.93,-0.09,6,50,16
0,"[(1, 81); (2, 2077)]",0.86,-0.07,-0.88,0.8200000000000001,-0.47000000000000003,-0.68,-0.04,2,30,10
0.8791074849237317,"[(0, 1); (2, 2157)]",0.86,-0.3,-0.89,0.86,-0.47000000000000003,-0.6,-0.03,1,30,10
0,"[(1, 37); (2, 2121)]",0.84,0,-0.73,0.63,-1,-0.6,0,3,30,10
0.9238552678254699,"[(0, 129); (2, 2029)]",0.6,-0.11,-0.88,1,-0.85,-0.75,0,3,20,6
0.3085732529265697,"[(0, 15); (1, 53); (2, 2090)]",0.77,-0.3,-0.66,0.84,0,-0.6,-0.06,1,30,10
-0.23764323560579304,"[(0, 35); (1, 692); (2, 1431)]",0.76,0,-0.88,0.68,-0.46,-0.84,-0.03,2,40,13
-0.10953867891204522,"[(0, 14); (1, 7); (2, 2137)]",0.92,-0.15,-0.6900000000000001,0.8300000000000001,-0.68,-0.96,0,4,40,13
0,"[(1, 343); (2, 1815)]",0.78,-0.21,-0.89,0.6,0,-0.66,-0.04,7,30,10
-9.365338063142957,"[(0, 710); (1, 1447); (2, 1)]",0.9,0,-0.6,0.89,0,-0.71,-0.1,1,10,3
0.15780996114447193,"[(0, 130); (1, 20); (2, 2008)]",0.72,0,-0.97,0.8,0,-0.9,-0.02,3,40,13
1.0702178077332387,"[(0, 860); (1, 76); (2, 1222)]",0.73,0,-0.87,0.86,-0.07,-0.9,-0.01,3,30,10
0.47544519333096835,"[(0, 2); (1, 1); (2, 2155)]",0.7000000000000001,0,-0.86,0.87,-0.14,-0.97,-0.02,3,30,10
-0.10627598439162823,"[(0, 5); (1, 139); (2, 2014)]",0.73,-0.01,-0.8200000000000001,0.86,-0.13,-0.93,-0.02,4,20,6
-0.5220574671869457,"[(0, 41); (1, 2117)]",0.75,-0.3,-0.67,1,0,-0.6,-0.06,1,30,10
0.9182617949627527,"[(0, 3); (1, 2); (2, 2153)]",0.6,-0.27,-0.79,0.72,-0.23,-0.85,-0.02,5,30,10
-0.8503172024019782,"[(0, 34); (1, 226); (2, 1898)]",1,-0.06,-0.79,0.8200000000000001,-0.8,-1,-0.1,7,50,16
0.032628591699184105,"[(0, 1); (1, 156); (2, 2001)]",1,-0.3,-1,0.6,-0.92,-0.9400000000000001,-0.09,7,10,3
0.8577435535146591,"[(0, 1); (2, 2157)]",1,-0.14,-0.84,0.81,-0.79,-0.93,-0.09,6,50,16
1.0068251152891095,"[(0, 1); (1, 1); (2, 2156)]",0.67,0,-0.9,0.84,-0.11,-0.9,-0.02,5,30,10
-0.0344930826534232,"[(0, 2); (1, 2); (2, 2154)]",0.8200000000000001,-0.23,-0.74,0.97,-0.13,-0.87,-0.03,2,20,6
0,"[(2, 2158)]",0.9400000000000001,-0.2,-0.91,0.8,-0.04,-0.78,0,1,50,16
0.7082882373719535,"[(0, 1974); (2, 184)]",0.86,-0.29,-0.89,0.81,-0.14,-1,-0.05,2,40,13
0.7779102790533381,"[(0, 2130); (2, 28)]",0.6,-0.1,-0.89,0.8300000000000001,-0.11,-0.77,-0.1,1,50,16
0,"[(2, 2158)]",0.86,-0.01,-0.72,0.76,-1,-0.86,0,3,40,13
-0.04288329194749911,"[(0, 8); (1, 70); (2, 2080)]",0.81,-0.01,-0.85,0.74,-0.16,-0.8300000000000001,-0.02,4,30,10
-0.6945228804540616,"[(0, 106); (1, 56); (2, 1996)]",0.8,-0.26,-0.6,1,-0.5700000000000001,-1,-0.01,1,30,10
-0.26734864005651715,"[(0, 71); (1, 353); (2, 1734)]",0.68,-0.22,-0.73,0.84,-0.46,-1,-0.03,4,40,13
-0.20789074139765873,"[(0, 17); (1, 60); (2, 2081)]",0.84,-0.06,-0.9,0.65,-0.22,-0.9,-0.04,4,10,3
0.8474111387016672,"[(0, 1044); (2, 1114)]",0.6900000000000001,-0.1,-0.8,0.78,0,-0.85,-0.06,2,20,6
-0.04568002837885775,"[(0, 3); (1, 33); (2, 2122)]",0.74,0,-0.86,0.8300000000000001,-0.08,-0.9,-0.01,6,20,6
0.12025966654842142,"[(0, 5); (1, 43); (2, 2110)]",0.8200000000000001,-0.24,-0.74,0.97,-0.11,-0.87,-0.02,3,30,10
0,"[(1, 73); (2, 2085)]",0.85,-0.04,-0.84,0.68,-0.37,-0.85,-0.03,4,40,13
-0.2051529494878135,"[(0, 19); (1, 99); (2, 2040)]",0.91,0,-0.6,0.77,-0.8300000000000001,-0.63,-0.01,4,40,13
0,"[(1, 2142); (2, 16)]",0.8300000000000001,-0.08,-0.76,0.87,-0.72,-0.88,-0.02,2,20,6
1.1485264278112806,"[(0, 2); (1, 106); (2, 2050)]",0.75,-0.06,-0.63,0.6,-0.9,-0.68,-0.08,3,20,6
0,"[(1, 12); (2, 2146)]",0.7000000000000001,-0.03,-0.93,0.7000000000000001,-0.11,-0.87,0,4,30,10
-0.9078714235252561,"[(0, 67); (1, 1654); (2, 437)]",0.74,-0.29,-0.93,0.75,-0.47000000000000003,-0.91,-0.09,3,50,16
-2.4275672224192975,"[(0, 157); (1, 326); (2, 1675)]",0.68,-0.25,-0.91,0.76,-0.26,-0.96,-0.01,3,10,3
0.8474111387016672,"[(0, 37); (2, 2121)]",0.8200000000000001,-0.15,-0.8,0.9,-0.67,-0.98,0,3,20,6
-0.19577155019510464,"[(0, 21); (1, 35); (2, 2102)]",0.73,-0.05,-0.86,0.8,-0.19,-0.78,-0.02,4,10,3
-6.295453706988294,"[(0, 582); (1, 1191); (2, 385)]",0.8200000000000001,-0.23,-0.74,0.97,-0.1,-0.87,-0.03,3,20,6
0,"[(1, 133); (2, 2025)]",1,-0.21,-0.8200000000000001,0.6,-0.34,-0.6,0,5,20,6
0.802663355799929,"[(0, 1213); (1, 1); (2, 944)]",0.75,-0.06,-0.63,0.6,-0.9,-0.68,-0.08,3,20,6
0.6423171337353671,"[(0, 971); (1, 432); (2, 755)]",0.6,-0.11,-0.88,1,-0.85,-0.75,0,3,20,6
-2.023680678205581,"[(0, 219); (1, 545); (2, 1394)]",1,-0.14,-0.84,0.81,-0.79,-0.93,-0.09,6,50,16
-4.76284214260376,"[(0, 629); (1, 1529)]",0.8200000000000001,-0.15,-0.8,0.9,-0.67,-0.98,0,3,20,6
0,"[(1, 26); (2, 2132)]",0.75,-0.06,-0.63,0.6,-0.9,-0.68,-0.08,3,20,6
0.7402029088329194,"[(0, 1); (2, 2157)]",0.73,0,-0.87,0.86,-0.07,-0.9,-0.01,3,30,10
0,"[(1, 2); (2, 2156)]",0.67,0,-0.9,0.84,-0.11,-0.9,-0.02,5,30,10
-0.023306136927988646,"[(0, 1); (1, 82); (2, 2075)]",0.6,-0.27,-0.79,0.72,-0.23,-0.85,-0.02,5,30,10
0,"[(2, 2158)]",0.86,-0.3,-0.89,0.86,-0.47000000000000003,-0.6,-0.03,1,30,10
0,"[(1, 1074); (2, 1084)]",0.6900000000000001,-0.1,-0.8,0.78,0,-0.85,-0.06,2,20,6
0,"[(1, 14); (2, 2144)]",0.73,0,-0.87,0.86,-0.07,-0.9,-0.01,3,30,10
-6.09688542036183,"[(0, 619); (1, 1539)]",0.9,-0.17,-0.6,1,0,-0.71,-0.1,1,10,3
0,"[(1, 60); (2, 2098)]",0.85,-0.06,-0.6,0.6,-1,-0.62,-0.06,2,30,10
-3.0410907806428824,"[(0, 185); (1, 493); (2, 1480)]",0.88,-0.15,-0.91,0.6,0,-0.86,-0.07,3,50,16
0.014915927633912736,"[(0, 4); (1, 12); (2, 2142)]",0.92,-0.3,-0.6,1,-0.9,-1,-0.05,2,30,10
0,"[(2, 2158)]",0.6,0,-0.68,0.78,-0.71,-0.81,-0.1,1,40,13
0,"[(1, 1); (2, 2157)]",0.9400000000000001,-0.01,-1,0.68,-0.02,-0.8,0,3,50,16
0,"[(1, 25); (2, 2133)]",0.63,-0.2,-0.8300000000000001,0.71,-0.16,-0.8300000000000001,-0.01,6,20,6
2.018311457963817,"[(0, 29); (1, 17); (2, 2112)]",0.86,0,-0.6,0.6,-1,-0.9400000000000001,-0.1,7,30,10
0,"[(1, 2158)]",0.86,-0.3,-0.89,0.86,-0.47000000000000003,-0.6,-0.03,1,30,10
-0.3384051081943951,"[(0, 22); (1, 22); (2, 2114)]",0.72,0,-0.86,0.85,-0.06,-0.89,-0.01,2,20,6
-1.8132174529975167,"[(0, 112); (1, 107); (2, 1939)]",0.74,-0.01,-0.7000000000000001,0.84,-0.88,-0.68,-0.03,3,10,3
-0.35891450869102515,"[(0, 2); (1, 40); (2, 2116)]",0.72,-0.01,-0.9500000000000001,0.63,-0.47000000000000003,-0.8300000000000001,-0.02,3,20,6
-1.5829528201489889,"[(0, 71); (1, 321); (2, 1766)]",0.6,0,-0.71,0.64,-1,-0.6,-0.05,5,10,3
0,"[(2, 2158)]",0.6,-0.15,-0.79,0.6,-0.22,-0.81,0,1,40,13
0.001864490954239092,"[(0, 1); (1, 44); (2, 2113)]",0.72,-0.04,-0.73,0.67,-0.49,-0.88,-0.05,3,20,6
-0.04641469445425645,"[(0, 6); (1, 68); (2, 2084)]",1,-0.14,-0.84,0.81,-0.79,-0.93,-0.09,6,50,16
-0.3443970328505829,"[(0, 39); (1, 244); (2, 1875)]",0.79,-0.03,-0.6,0.9,-1,-0.64,-0.1,5,50,16
0.3039120255409719,"[(0, 2); (1, 3); (2, 2153)]",0.67,-0.05,-0.77,0.8200000000000001,-0.68,-0.88,-0.05,3,20,6
-0.07271514721532457,"[(0, 2); (1, 668); (2, 1488)]",0.6900000000000001,0,-0.8300000000000001,0.9500000000000001,0,-0.6,-0.04,5,10,3
0.7082882373719535,"[(0, 1992); (2, 166)]",0.86,0,-0.72,0.76,-1,-0.86,0,2,40,13
-3.482030377958319,"[(0, 284); (1, 197); (2, 1677)]",0.84,-0.29,-0.72,0.9500000000000001,-0.79,-0.9,-0.04,1,40,13
0,"[(2, 2158)]",0.68,-0.22,-0.71,0.84,-0.47000000000000003,-0.99,-0.03,3,30,10
-0.08390209294075912,"[(0, 42); (1, 58); (2, 2058)]",0.77,-0.04,-0.72,0.63,-0.8,-0.78,-0.04,3,20,6
0.7779102790533381,"[(0, 2012); (2, 146)]",0.79,0,-0.9,0.89,0,-0.6,-0.01,1,50,16
-0.13890457609081233,"[(0, 2); (1, 383); (2, 1773)]",0.6,-0.18,-0.81,0.6,-1,-0.64,-0.1,3,20,6
0,"[(2, 2158)]",0.8,-0.26,-0.6,1,-0.5700000000000001,-1,-0.01,1,30,10
-4.4635913444483855,"[(0, 320); (1, 1139); (2, 699)]",0.62,-0.17,-0.81,0.96,-0.73,-0.8,-0.06,1,20,6
-0.0352751677852349,"[(0, 101); (1, 180); (2, 1877)]",0.9500000000000001,0,-0.88,0.62,-0.68,-0.9,-0.03,2,40,13
0,"[(1, 1); (2, 2157)]",0.73,0,-0.85,0.8200000000000001,-0.1,-0.9,0,5,20,6
0,"[(2, 2158)]",1,-0.02,-0.6,0.76,-1,-0.98,-0.1,2,50,16
0,"[(1, 1); (2, 2157)]",0.67,-0.21,-0.72,0.84,-0.45,-0.99,-0.03,4,40,13
0,"[(2, 2158)]",0.96,-0.11,-0.85,0.91,-0.5700000000000001,-0.87,0,2,40,13
-1.7414345512593117,"[(0, 74); (1, 655); (2, 1429)]",0.79,0,-0.84,0.68,-0.14,-0.9400000000000001,-0.04,4,30,10
0.02784881667255387,"[(0, 1); (1, 16); (2, 2141)]",0.6,-0.01,-1,0.9400000000000001,-0.47000000000000003,-0.81,-0.01,5,40,13
-2.480705214615112,"[(0, 163); (1, 1992); (2, 3)]",1,-0.17,-0.65,1,-0.24,-0.6,0,2,10,3
0,"[(2, 2158)]",0.81,-0.14,-0.79,0.89,-0.66,-0.98,0,3,20,6
-1.3890457609081233,"[(0, 210); (1, 101); (2, 1847)]",0.71,-0.04,-0.76,0.6900000000000001,-0.48,-0.72,-0.05,3,20,6
-7.713399077687122,"[(0, 778); (1, 1373); (2, 7)]",0.6,-0.11,-0.88,1,-0.85,-0.75,0,3,20,6
0,"[(2, 2158)]",0.74,-0.3,-0.7000000000000001,0.71,-0.85,-0.72,0,3,40,13
0,"[(2, 2158)]",0.75,-0.07,-0.9500000000000001,0.71,-0.66,-0.66,0,2,40,13
0.7779102790533381,"[(0, 773); (2, 1385)]",0.79,0,-0.9,0.89,0,-0.6,-0.01,1,50,16
0,"[(1, 9); (2, 2149)]",0.73,0,-0.85,0.8200000000000001,-0.1,-0.9,0,5,20,6
0,"[(1, 18); (2, 2140)]",0.63,-0.2,-0.8300000000000001,0.71,-0.16,-0.8300000000000001,-0.01,6,20,6
-0.05105616389968209,"[(0, 10); (1, 51); (2, 2097)]",0.9400000000000001,-0.01,-1,0.68,-0.02,-0.8,0,3,50,16
0,"[(2, 2158)]",0.79,0,-0.9,0.89,0,-0.6,-0.01,1,50,16
-3.814748492373182,"[(0, 491); (1, 666); (2, 1001)]",0.86,0,-0.6,0.6,-1,-0.9400000000000001,-0.1,7,30,10
-2.594581419992936,"[(0, 369); (1, 1789)]",0.86,0,-0.72,0.76,-1,-0.86,0,2,40,13
0.5658730046115643,"[(0, 75); (1, 19); (2, 2064)]",0.67,-0.05,-0.77,0.8200000000000001,-0.68,-0.88,-0.05,3,20,6
0,"[(1, 16); (2, 2142)]",0.6,-0.01,-1,0.9400000000000001,-0.47000000000000003,-0.81,-0.01,5,40,13
-0.17173436948074886,"[(0, 49); (1, 47); (2, 2062)]",0.67,-0.21,-0.72,0.84,-0.45,-0.99,-0.03,4,40,13
0,"[(1, 9); (2, 2149)]",0.67,-0.05,-0.77,0.8200000000000001,-0.68,-0.88,-0.05,3,20,6
0,"[(1, 93); (2, 2065)]",0.62,0,-0.9,0.78,0,-0.6,-0.01,1,30,10
-3.854835047889322,"[(0, 312); (1, 1778); (2, 68)]",0.74,0,-0.76,0.84,-0.85,-0.8300000000000001,-0.05,1,20,6
0.7961376374600923,"[(0, 182); (2, 1976)]",0.72,-0.2,-0.86,0.89,-0.51,-1,0,1,30,10
-0.06991841078396593,"[(0, 3); (1, 51); (2, 2104)]",0.99,0,-0.77,1,0,-0.74,0,3,10,3
0,"[(1, 13); (2, 2145)]",0.65,-0.12,-1,0.92,-0.23,-1,0,3,10,3
-0.7961376374600923,"[(0, 120); (1, 288); (2, 1750)]",0.63,-0.21,-0.7000000000000001,0.9400000000000001,-0.37,-0.75,-0.06,4,30,10
-0.9452969137992195,"[(0, 206); (1, 107); (2, 1845)]",0.63,0,-0.8200000000000001,0.81,-0.47000000000000003,-0.79,-0.01,3,10,3
-1.0291990067399786,"[(0, 134); (1, 416); (2, 1608)]",0.72,0,-0.86,0.84,-0.08,-0.88,0,2,10,3
-0.02970540445072413,"[(0, 1); (1, 2157)]",0.79,-0.07,-0.8300000000000001,0.6,-0.65,-0.61,-0.04,1,50,16
0.22000993260021282,"[(0, 1); (1, 3); (2, 2154)]",0.73,-0.02,-0.8200000000000001,0.74,-0.46,-0.9400000000000001,-0.04,3,20,6
-0.25543526073075556,"[(0, 46); (1, 231); (2, 1881)]",0.72,0,-0.71,0.61,-0.93,-0.89,-0.04,5,20,6
0.7639858707170611,"[(0, 31); (2, 2127)]",0.6,-0.14,-0.78,0.6,-0.23,-0.8,0,1,40,13
0,"[(2, 2158)]",1,-0.24,-1,0.86,-0.72,-1,-0.1,5,30,10
-4.934810314376545,"[(0, 368); (1, 1636); (2, 154)]",1,0,-0.92,0.9,0,-0.6,-0.08,2,50,16
0,"[(1, 6); (2, 2152)]",0.76,-0.05,-0.66,0.93,-0.5,-0.96,-0.02,1,30,10
0.12253479335923702,"[(0, 46); (1, 313); (2, 1799)]",1,-0.13,-0.8200000000000001,0.81,-0.75,-0.92,-0.08,5,50,16
1.159713373536715,"[(0, 29); (1, 22); (2, 2107)]",0.85,-0.21,-0.74,0.7000000000000001,-1,-1,-0.03,4,10,3
0,"[(1, 132); (2, 2026)]",0.6,-0.19,-0.6,0.8300000000000001,-0.05,-0.9400000000000001,-0.07,1,50,16
-9.276440833627694,"[(0, 799); (1, 1318); (2, 41)]",0.86,-0.01,-0.6900000000000001,0.8,-0.75,-0.6,0,2,50,16
0,"[(1, 1869); (2, 289)]",0.79,0,-0.91,0.89,-0.01,-0.6,0,1,40,13
-2.36044554806669,"[(0, 257); (1, 656); (2, 1245)]",0.77,-0.04,-0.72,0.63,-0.8,-0.78,-0.04,3,20,6
-0.5947726144022702,"[(0, 37); (1, 269); (2, 1852)]",0.86,0,-0.6,0.6,-1,-0.9400000000000001,-0.1,7,30,10
0.7082882373719535,"[(0, 507); (2, 1651)]",0.8300000000000001,-0.12,-1,0.76,-0.6900000000000001,-0.6,0,1,40,13
0,"[(1, 580); (2, 1578)]",0.75,0,-0.9,1,0,-0.88,0,1,50,16
-1.0044139879901095,"[(0, 62); (1, 710); (2, 1386)]",0.73,-0.08,-1,1,-0.1,-0.62,-0.02,2,50,16
0,"[(1, 259); (2, 1899)]",1,0,-0.65,0.65,0,-0.6,0,6,50,16
-5.354818020574672,"[(0, 446); (1, 1684); (2, 28)]",0.67,-0.2,-0.71,0.8300000000000001,-0.45,-0.99,-0.02,3,30,10
0.20043277758070235,"[(0, 1); (1, 46); (2, 2111)]",0.73,-0.03,-0.72,0.84,-0.21,-0.97,-0.03,4,30,10
-2.346461865909897,"[(0, 161); (1, 327); (2, 1670)]",0.86,0,-0.6,0.6,-0.97,-0.93,-0.1,7,30,10
0,"[(1, 2157); (2, 1)]",0.89,0,-0.73,0.86,-0.19,-0.97,-0.07,3,40,13
0,"[(1, 21); (2, 2137)]",0.6,-0.01,-1,0.9400000000000001,-0.47000000000000003,-0.81,-0.01,5,40,13
0,"[(1, 13); (2, 2145)]",0.68,-0.22,-0.72,0.8300000000000001,-0.43,-0.99,-0.02,3,40,13
-3.7000822986874775,"[(0, 285); (1, 1870); (2, 3)]",1,-0.16,-0.65,0.99,-0.2,-0.6,0,2,10,3
-0.21441645973749554,"[(0, 3); (1, 12); (2, 2143)]",0.8200000000000001,-0.11,-0.76,0.8300000000000001,-0.89,-0.96,-0.05,4,20,6
-9.310787707523843,"[(0, 905); (1, 1232); (2, 21)]",0.6,-0.05,-0.86,1,-0.15,-1,-0.07,4,40,13
-0.01118694572543455,"[(0, 1); (1, 103); (2, 2054)]",0.86,-0.1,-0.62,0.84,-0.5700000000000001,-0.92,-0.06,5,30,10
0,"[(1, 11); (2, 2147)]",0.74,-0.13,-0.66,0.68,-0.89,-0.7000000000000001,-0.01,2,30,10
-0.9050865418580007,"[(0, 87); (1, 429); (2, 1642)]",0.89,0,-0.79,0.63,-0.5,-0.84,-0.05,3,40,13
0,"[(1, 1); (2, 2157)]",0.75,-0.02,-0.92,0.73,-0.48,-0.8,0,3,30,10
0,"[(1, 2); (2, 2156)]",0.63,-0.2,-0.8300000000000001,0.71,-0.16,-0.8300000000000001,-0.01,6,20,6
-0.3822206456190138,"[(0, 32); (1, 184); (2, 1942)]",0.85,-0.21,-0.74,0.7000000000000001,-1,-1,-0.03,4,10,3
0,"[(1, 1); (2, 2157)]",0.8300000000000001,-0.12,-1,0.76,-0.6900000000000001,-0.6,0,1,40,13
0.2654920522783469,"[(0, 25); (1, 144); (2, 1989)]",1,-0.13,-0.8200000000000001,0.81,-0.75,-0.92,-0.08,5,50,16
-0.026920522783468737,"[(0, 91); (1, 14); (2, 2053)]",1,-0.13,-0.8200000000000001,0.81,-0.75,-0.92,-0.08,5,50,16
-4.334941468605889,"[(0, 1419); (1, 355); (2, 384)]",0.72,-0.2,-0.86,0.89,-0.51,-1,0,1,30,10
0.31376333451077354,"[(0, 4); (1, 47); (2, 2107)]",0.6,-0.14,-0.78,0.6,-0.23,-0.8,0,1,40,13
0.6945228804540616,"[(0, 23); (2, 2135)]",0.73,-0.02,-0.8200000000000001,0.74,-0.46,-0.9400000000000001,-0.04,3,20,6
-3.4082894643490595,"[(0, 611); (1, 1281); (2, 266)]",0.73,-0.03,-0.72,0.84,-0.21,-0.97,-0.03,4,30,10
0,"[(2, 2158)]",0.62,0,-0.9,0.78,0,-0.6,-0.01,1,30,10
0.8781660190745321,"[(0, 823); (2, 1335)]",0.6,-0.19,-0.6,0.8300000000000001,-0.05,-0.9400000000000001,-0.07,1,50,16
-0.15038361003179088,"[(0, 12); (1, 43); (2, 2103)]",0.6,-0.19,-0.6,0.8300000000000001,-0.05,-0.9400000000000001,-0.07,1,50,16
-0.040086555516140474,"[(0, 60); (1, 49); (2, 2049)]",0.76,-0.16,-0.6,0.6,-1,-0.9,-0.02,3,10,3
0.3691692089393402,"[(0, 37); (1, 101); (2, 2020)]",0.64,-0.1,-0.75,0.77,-0.41000000000000003,-0.62,-0.01,3,30,10
-0.07085065626108548,"[(0, 1); (1, 194); (2, 1963)]",1,-0.07,-0.8,0.75,-0.77,-0.64,-0.05,2,20,6
-6.306640652713728,"[(0, 427); (1, 1335); (2, 396)]",1,-0.26,-1,0.86,-0.14,-1,-0.09,4,30,10
0,"[(1, 235); (2, 1923)]",0.8,0,-0.73,0.6,0,-0.6,0,4,30,10
