gain,actDist,GoodBuyInterReward,BadBuyInterPenalty,ImpossibleBuyPenalty,GoodSellInterReward,BadSellInterPenalty,ImpossibleSellPenalty,NonInvestmentPenalty,Layers,TendWindowBars,Lookback
-0.040350469788404245,"[(0, 14); (1, 175); (2, 8449)]",0.89,-0.12,-0.99,0.77,-0.38,-0.61,-0.07,4,20,6
0.017866625926208843,"[(0, 61); (1, 181); (2, 8396)]",1,-0.05,-0.87,0.61,-0.48,-0.74,-0.05,7,50,16
0,"[(1, 2); (2, 8636)]",1,-0.3,-1,1,-0.84,-0.73,0,1,20,6
0.0024089832709495067,"[(0, 4); (1, 64); (2, 8570)]",1,-0.05,-0.87,0.61,-0.48,-0.74,-0.05,7,50,16
-0.005018715147811473,"[(0, 7); (1, 219); (2, 8412)]",0.6900000000000001,-0.16,-0.91,0.8300000000000001,-0.3,-0.6,-0.06,5,10,3
-0.0006022458177373767,"[(0, 3); (1, 848); (2, 7787)]",0.6,-0.17,-1,0.9,-0.18,-1,-0.1,1,20,6
-0.24692078527232447,"[(0, 54); (1, 169); (2, 8415)]",0.72,-0.08,-0.9,0.87,-0.34,-0.72,-0.07,4,10,3
-0.007026201206936062,"[(0, 7); (1, 115); (2, 8516)]",0.6900000000000001,-0.12,-0.9,0.74,-0.29,-0.65,-0.06,4,10,3
0,"[(1, 205); (2, 8433)]",0.6,-0.17,-1,0.9,-0.18,-1,-0.1,1,20,6
-0.005018715147811473,"[(0, 14); (1, 97); (2, 8527)]",0.62,-0.3,-0.8300000000000001,0.77,-0.31,-0.66,-0.03,1,10,3
-0.22865266213429072,"[(0, 2); (1, 7); (2, 8629)]",1,0,-0.91,0.6,-0.61,-0.6,-0.02,1,50,16
-0.15839065006493008,"[(0, 24); (1, 172); (2, 8442)]",0.9500000000000001,-0.12,-0.99,0.72,-0.75,-0.62,-0.08,4,10,3
-0.002810480482774425,"[(0, 7); (1, 4); (2, 8627)]",0.8200000000000001,0,-0.74,0.6,-0.99,-0.8,-0.01,5,10,3
-0.22564143304560383,"[(0, 87); (1, 524); (2, 8027)]",0.72,-0.3,-0.8200000000000001,1,-0.16,-0.71,-0.04,5,10,3
-0.014052402413872124,"[(0, 9); (1, 91); (2, 8538)]",0.8300000000000001,-0.18,-1,0.68,-0.33,-0.77,-0.04,5,10,3
0,"[(1, 4); (2, 8634)]",1,-0.3,-0.9400000000000001,1,0,-1,0,3,40,13
0,"[(1, 1); (2, 8637)]",0.64,-0.13,-0.75,0.67,-0.19,-0.84,-0.01,1,20,6
0,"[(2, 8638)]",1,-0.3,-1,1,-0.84,-0.73,0,1,20,6
-0.011844167748835076,"[(0, 7); (1, 88); (2, 8543)]",0.6,-0.04,-1,1,-0.55,-1,-0.04,2,10,3
-1.7396874188373692,"[(0, 865); (1, 2689); (2, 5084)]",0.6,-0.12,-0.9400000000000001,1,-0.22,-0.6,-0.07,1,10,3
-0.02770330761591933,"[(0, 12); (1, 97); (2, 8529)]",0.7000000000000001,-0.29,-0.91,0.87,-0.24,-0.76,-0.08,5,10,3
-0.17384829272018942,"[(0, 49); (1, 158); (2, 8431)]",0.81,-0.16,-0.87,0.67,-0.44,-0.73,-0.06,5,20,6
0.002609731876861966,"[(0, 7); (1, 434); (2, 8197)]",0.6,-0.11,-0.96,1,-0.19,-0.8,-0.03,1,10,3
0,"[(1, 45); (2, 8593)]",0.66,-0.07,-1,0.7000000000000001,-0.49,-1,-0.05,4,20,6
-0.053198380566801616,"[(0, 2); (1, 19); (2, 8617)]",0.77,-0.16,-0.91,0.6900000000000001,-0.24,-0.74,-0.02,4,20,6
-0.021881598044458023,"[(0, 11); (1, 191); (2, 8436)]",0.79,-0.29,-0.6900000000000001,0.77,-0.02,-0.9,-0.1,1,10,3
-0.02208234665037048,"[(0, 17); (1, 125); (2, 8496)]",0.6,-0.13,-0.91,0.76,-0.35000000000000003,-0.81,-0.05,3,20,6
-0.039547475364754406,"[(0, 53); (1, 947); (2, 7638)]",0.8300000000000001,-0.11,-0.7000000000000001,0.91,0,-0.78,-0.1,1,30,10
0,"[(1, 5); (2, 8633)]",0.92,-0.03,-0.8,0.74,-0.77,-0.76,0,1,50,16
0,"[(1, 119); (2, 8519)]",0.7000000000000001,-0.16,-0.91,0.8200000000000001,-0.11,-0.76,-0.02,3,20,6
-0.012647162172484912,"[(0, 8); (1, 58); (2, 8572)]",0.72,-0.08,-0.9,0.87,-0.34,-0.72,-0.07,4,10,3
0.06444030249789931,"[(0, 58); (1, 554); (2, 8026)]",0.6,-0.1,-1,0.8,0,-0.6,-0.1,1,10,3
-0.046975173783515387,"[(0, 24); (1, 155); (2, 8459)]",0.6900000000000001,-0.16,-0.91,0.84,-0.33,-0.6,-0.06,4,10,3
0,"[(1, 51); (2, 8587)]",0.7000000000000001,-0.29,-0.86,0.61,-0.11,-0.64,-0.03,2,40,13
-0.007226949812848521,"[(0, 7); (1, 96); (2, 8535)]",0.8,-0.16,-0.9500000000000001,1,-0.51,-0.67,0,1,10,3
0.031517531128256046,"[(0, 15); (1, 26); (2, 8597)]",0.6,0,-0.88,0.77,-0.49,-1,-0.1,1,20,6
-0.6415925444962187,"[(0, 188); (1, 558); (2, 7892)]",0.7000000000000001,-0.13,-0.8300000000000001,0.81,-0.21,-0.63,-0.08,5,20,6
-0.008230692842410816,"[(0, 6); (1, 42); (2, 8590)]",0.67,0,-0.97,0.68,0,-1,-0.1,3,50,16
0,"[(1, 17); (2, 8621)]",0.6,-0.25,-1,0.78,-0.16,-1,-0.1,1,50,16
0,"[(1, 75); (2, 8563)]",0.68,0,-0.9400000000000001,0.79,-0.41000000000000003,-0.9400000000000001,-0.06,4,50,16
-0.02449132992131999,"[(0, 4); (1, 98); (2, 8536)]",0.9400000000000001,-0.06,-0.9,0.64,-0.37,-0.62,-0.07,4,40,13
-0.07407623558169735,"[(0, 18); (1, 97); (2, 8523)]",0.6900000000000001,-0.12,-0.9,0.74,-0.29,-0.65,-0.06,4,10,3
-0.008230692842410816,"[(0, 3); (1, 192); (2, 8443)]",0.6900000000000001,-0.12,-1,0.76,0,-0.6,-0.1,1,30,10
0,"[(1, 28); (2, 8610)]",0.86,-0.07,-0.92,0.8,-0.39,-0.72,-0.04,4,20,6
-0.003011229088686884,"[(0, 7); (1, 173); (2, 8458)]",0.6,-0.14,-1,0.74,0,-0.72,-0.1,1,10,3
0.026900313192269498,"[(0, 30); (1, 303); (2, 8305)]",0.6,-0.17,-1,0.9,-0.18,-1,-0.1,1,20,6
0,"[(1, 5); (2, 8633)]",0.99,-0.21,-0.85,0.6,-0.51,-0.66,0,2,40,13
-0.0024089832709495067,"[(0, 7); (1, 25); (2, 8606)]",0.88,-0.08,-0.89,0.79,-0.4,-0.6900000000000001,-0.02,4,10,3
-0.015658391261171797,"[(0, 8); (1, 131); (2, 8499)]",0.67,-0.07,-0.9,0.8,-0.01,-0.67,-0.08,3,10,3
-0.0076284470246734395,"[(0, 2); (1, 67); (2, 8569)]",0.87,-0.2,-0.97,0.78,-0.36,-0.78,-0.07,6,20,6
-0.0034127263005118017,"[(0, 7); (1, 32); (2, 8599)]",0.9,-0.15,-0.9400000000000001,0.81,-0.55,-0.77,-0.03,4,10,3
-0.9967168283553586,"[(0, 250); (1, 809); (2, 7579)]",0.6,-0.1,-1,0.8,0,-0.6,-0.1,1,10,3
0.10719975555725307,"[(0, 2); (2, 8636)]",0.6,-0.17,-1,0.9,-0.18,-1,-0.1,1,20,6
0.08331067145367045,"[(0, 7); (1, 18); (2, 8613)]",0.6,-0.11,-0.96,1,-0.19,-0.8,-0.03,1,10,3
0,"[(1, 1); (2, 8637)]",0.64,-0.13,-0.75,0.67,-0.19,-0.84,-0.01,1,20,6
0,"[(1, 4); (2, 8634)]",0.7000000000000001,-0.16,-0.91,0.8200000000000001,-0.11,-0.76,-0.02,3,20,6
0,"[(1, 46); (2, 8592)]",0.7000000000000001,-0.29,-0.86,0.61,-0.11,-0.64,-0.03,2,40,13
-0.010238178901535406,"[(0, 2); (1, 860); (2, 7776)]",0.6,-0.17,-1,0.9,-0.18,-1,-0.1,1,20,6
0,"[(1, 34); (2, 8604)]",0.6,0,-0.88,0.77,-0.49,-1,-0.1,1,20,6
-0.041956458635703915,"[(0, 24); (1, 84); (2, 8530)]",0.66,-0.07,-1,0.7000000000000001,-0.49,-1,-0.05,4,20,6
0,"[(1, 2); (2, 8636)]",0.92,-0.03,-0.8,0.74,-0.77,-0.76,0,1,50,16
0.15276968909938124,"[(0, 34); (1, 53); (2, 8551)]",0.6,0,-0.88,0.77,-0.49,-1,-0.1,1,20,6
-0.6391835612252692,"[(0, 163); (1, 710); (2, 7765)]",0.6,-0.23,-0.98,0.98,-0.17,-1,-0.09,1,10,3
-0.0112419219310977,"[(0, 7); (1, 19); (2, 8612)]",0.63,-0.15,-0.7000000000000001,0.81,-0.51,-0.8,-0.08,1,10,3
-0.004215720724161637,"[(0, 7); (1, 54); (2, 8577)]",0.64,0,-1,0.9500000000000001,-0.66,-1,-0.04,2,10,3
-0.2868697578489038,"[(0, 88); (1, 312); (2, 8238)]",0.7000000000000001,-0.28,-0.93,1,-0.13,-0.76,-0.09,3,10,3
-0.06363730807424947,"[(0, 16); (1, 83); (2, 8539)]",0.68,-0.04,-0.93,0.75,-0.37,-0.9400000000000001,-0.06,3,50,16
-0.005018715147811473,"[(0, 7); (1, 15); (2, 8616)]",0.8200000000000001,0,-0.74,0.6,-0.86,-0.6,-0.01,5,10,3
-0.005018715147811473,"[(0, 7); (1, 3); (2, 8628)]",0.6,-0.03,-1,1,-0.53,-0.99,-0.03,1,10,3
0,"[(1, 4); (2, 8634)]",0.81,-0.2,-0.98,0.84,-0.44,-0.74,-0.02,3,20,6
-0.14734947673974486,"[(0, 38); (1, 225); (2, 8375)]",0.65,-0.14,-0.9,0.92,-0.07,-1,-0.09,3,10,3
-0.22825116492246578,"[(0, 45); (1, 150); (2, 8443)]",0.68,-0.15,-0.88,0.68,-0.21,-0.81,-0.08,3,20,6
0.041354212817966536,"[(0, 11); (1, 140); (2, 8487)]",0.67,-0.28,-0.91,0.86,-0.26,-0.74,-0.08,4,10,3
-0.043963944694828505,"[(0, 11); (1, 150); (2, 8477)]",0.6,-0.3,-1,1,-0.46,-1,-0.1,2,10,3
-0.003211977694599343,"[(0, 7); (1, 51); (2, 8580)]",0.6,-0.11,-0.96,1,-0.19,-0.8,-0.03,1,10,3
-0.0024089832709495067,"[(0, 7); (1, 147); (2, 8484)]",0.76,-0.16,-0.91,0.6900000000000001,-0.26,-0.74,-0.02,3,10,3
-0.04296020166526621,"[(0, 5); (1, 118); (2, 8515)]",0.67,-0.13,-0.91,0.76,-0.35000000000000003,-0.8,-0.07,3,20,6
0,"[(1, 9); (2, 8629)]",0.66,-0.07,-1,0.7000000000000001,-0.49,-1,-0.05,4,20,6
-1.7382821785959819,"[(0, 732); (1, 2569); (2, 5337)]",0.73,-0.24,-0.73,0.8,-0.24,-0.84,-0.09,4,10,3
0,"[(1, 47); (2, 8591)]",0.62,-0.16,-0.91,0.8200000000000001,-0.16,-0.75,-0.02,3,20,6
-0.36275273088381327,"[(0, 152); (1, 435); (2, 8051)]",0.71,-0.08,-0.9,0.85,-0.34,-0.72,-0.07,4,10,3
-0.6257334046291344,"[(0, 213); (1, 392); (2, 8033)]",0.72,-0.12,-0.9,0.64,-0.98,-0.74,-0.07,5,10,3
-1.712586357039187,"[(0, 644); (1, 1407); (2, 6587)]",0.88,-0.02,-0.8,0.8200000000000001,-0.45,-0.72,-0.03,1,10,3
-0.004215720724161637,"[(0, 7); (1, 68); (2, 8563)]",0.6900000000000001,-0.16,-0.91,0.8300000000000001,-0.33,-0.66,-0.06,4,10,3
-0.34167412726300506,"[(0, 69); (1, 366); (2, 8203)]",0.6,-0.1,-1,0.8,0,-0.6,-0.1,1,10,3
-0.1876999465281491,"[(0, 6); (1, 203); (2, 8429)]",0.6,0,-0.8,0.8300000000000001,0,-0.79,-0.03,1,50,16
0,"[(1, 1); (2, 8637)]",0.6,0,-1,0.9500000000000001,-0.88,-1,-0.03,7,40,13
-0.48320189443128864,"[(0, 136); (1, 1241); (2, 7261)]",0.7000000000000001,-0.02,-0.78,0.84,-0.34,-0.66,-0.1,4,20,6
0,"[(1, 57); (2, 8581)]",0.67,-0.01,-0.8,0.84,-0.55,-0.71,-0.07,1,30,10
-0.0014052402413872124,"[(0, 3); (1, 5); (2, 8630)]",0.6,0,-0.88,0.77,-0.49,-1,-0.1,1,20,6
-0.005219463753723932,"[(0, 7); (1, 431); (2, 8200)]",0.6,-0.05,-1,0.89,0,-0.78,-0.05,1,10,3
-0.734940646245512,"[(0, 301); (1, 494); (2, 7843)]",0.8200000000000001,0,-0.9500000000000001,0.78,-0.49,-0.64,-0.1,1,10,3
-0.043160950271178666,"[(0, 10); (1, 26); (2, 8602)]",0.6,-0.3,-1,0.6,-0.54,-0.72,-0.1,1,10,3
-0.0776897104881216,"[(0, 20); (1, 91); (2, 8527)]",0.68,-0.08,-0.92,0.81,-0.4,-0.88,-0.08,4,40,13
-0.14694797952791994,"[(0, 41); (1, 799); (2, 7798)]",0.6,0,-1,0.81,-0.15,-1,-0.1,1,20,6
-0.6189079520281109,"[(0, 142); (1, 515); (2, 7981)]",0.7000000000000001,-0.16,-0.92,0.8300000000000001,-0.38,-0.73,-0.08,4,20,6
-0.008230692842410816,"[(0, 3); (1, 68); (2, 8567)]",0.86,-0.07,-0.92,0.8,-0.39,-0.72,-0.04,4,20,6
-0.37760812772133523,"[(0, 143); (1, 325); (2, 8170)]",0.8300000000000001,-0.16,-0.67,0.9400000000000001,-0.08,-0.9,-0.07,2,10,3
-1.6852845466350928,"[(0, 616); (1, 1185); (2, 6837)]",0.71,-0.01,-0.8,0.6,-0.51,-0.67,0,1,20,6
-0.014654648231609502,"[(0, 8); (1, 70); (2, 8560)]",0.8,-0.15,-0.9,0.8200000000000001,-0.36,-0.6900000000000001,-0.03,4,10,3
-0.014052402413872124,"[(0, 5); (1, 60); (2, 8573)]",0.6,-0.17,-1,0.9,-0.18,-1,-0.1,1,20,6
0.0014052402413872124,"[(0, 7); (1, 446); (2, 8185)]",0.68,-0.01,-1,1,-0.19,-1,-0.09,1,10,3
-0.022283095256282942,"[(0, 12); (1, 138); (2, 8488)]",0.6900000000000001,-0.15,-0.91,0.8200000000000001,-0.32,-0.6900000000000001,-0.08,4,10,3
-0.021078603620808187,"[(0, 10); (1, 45); (2, 8583)]",0.77,-0.16,-0.93,0.8200000000000001,-0.39,-0.74,-0.03,4,10,3
0,"[(1, 33); (2, 8605)]",0.66,-0.07,-1,0.7000000000000001,-0.49,-1,-0.05,4,20,6
0,"[(1, 1); (2, 8637)]",0.6,0,-1,0.9500000000000001,-0.88,-1,-0.03,7,40,13
-0.053198380566801616,"[(0, 8); (1, 849); (2, 7781)]",0.67,-0.01,-0.8,0.84,-0.55,-0.71,-0.07,1,30,10
0.0014052402413872124,"[(0, 37); (1, 35); (2, 8566)]",0.68,-0.01,-1,1,-0.19,-1,-0.09,1,10,3
0,"[(1, 2); (2, 8636)]",0.6,0,-0.88,0.77,-0.49,-1,-0.1,1,20,6
0,"[(1, 30); (2, 8608)]",0.66,-0.07,-1,0.7000000000000001,-0.49,-1,-0.05,4,20,6
